country;subnational1;threshold;area_ha;extent_2000_ha;extent_2010_ha;gain_2000-2012_ha;tc_loss_ha_2001;tc_loss_ha_2002;tc_loss_ha_2003;tc_loss_ha_2004;tc_loss_ha_2005;tc_loss_ha_2006;tc_loss_ha_2007;tc_loss_ha_2008;tc_loss_ha_2009;tc_loss_ha_2010;tc_loss_ha_2011;tc_loss_ha_2012;tc_loss_ha_2013;tc_loss_ha_2014;tc_loss_ha_2015;tc_loss_ha_2016;tc_loss_ha_2017;tc_loss_ha_2018;tc_loss_ha_2019;tc_loss_ha_2020;tc_loss_ha_2021;tc_loss_ha_2022;tc_loss_ha_2023;tc_loss_ha_2024
Indonesia;Aceh;0;5683650;5683650;5683650;129164;18402;11039;11858;19315;26677;21392;24304;36867;69393;40897;47777;50225;44602;63050;35718;54064;49775;50240;31054;33716;34795;32777;43810;52495
Indonesia;Aceh;10;5683650;5090906;4996298;129164;18325;10988;11830;19213;26563;21326;24221;36785;69241;40821;47582;49582;41930;59577;34386;50990;46781;47054;29148;31009;32516;30495;40110;47497
Indonesia;Aceh;15;5683650;5050168;4946855;129164;18309;10974;11827;19187;26537;21311;24202;36770;69196;40802;47550;49526;41776;59276;34261;50711;46489;46775;28962;30750;32292;30263;39754;47042
Indonesia;Aceh;20;5683650;5029128;4932162;129164;18297;10966;11822;19168;26510;21299;24188;36753;69166;40787;47527;49478;41639;59025;34159;50498;46263;46546;28829;30574;32117;30095;39486;46720
Indonesia;Aceh;25;5683650;5014670;4908701;129164;18289;10961;11818;19156;26495;21295;24181;36746;69148;40779;47513;49451;41567;58898;34109;50373;46141;46416;28758;30474;32020;30014;39341;46528
Indonesia;Aceh;30;5683650;4984708;4879169;129164;18278;10952;11816;19138;26479;21284;24168;36734;69111;40757;47485;49396;41390;58555;33969;50074;45813;46111;28562;30225;31786;29785;38983;46071
Indonesia;Aceh;50;5683650;4865387;4716584;129164;18163;10872;11772;18913;26216;21160;24029;36597;68754;40588;47255;48967;40580;57122;33373;48737;44484;44807;27788;29194;30829;28874;37628;44282
Indonesia;Aceh;75;5683650;4516637;4360782;129164;17429;10365;11449;17645;24735;20191;23030;35555;66126;39169;45421;46308;35713;50092;29886;42783;39072;39277;24544;25220;26687;25036;31719;37230
Indonesia;Bali;0;559070;559070;559070;4012;430;319;181;381;241;521;509;232;384;203;273;1118;1043;2095;195;194;379;478;1200;212;276;350;1092;328
Indonesia;Bali;10;559070;392005;416881;4012;425;314;179;373;238;517;505;230;380;201;222;769;464;1024;140;161;280;319;751;169;209;275;612;182
Indonesia;Bali;15;559070;382739;403446;4012;425;313;179;372;238;517;504;230;378;199;218;760;442;984;138;159;276;315;736;167;207;272;599;180
Indonesia;Bali;20;559070;377802;401646;4012;424;313;179;372;238;516;504;230;377;199;217;753;424;952;135;158;271;309;725;167;204;269;585;174
Indonesia;Bali;25;559070;372071;397749;4012;424;312;179;371;237;515;504;229;377;199;216;749;413;933;134;158;266;306;718;166;201;266;576;173
Indonesia;Bali;30;559070;365485;389702;4012;424;311;179;370;236;515;504;229;377;198;216;743;396;907;133;156;263;302;706;165;199;262;558;168
Indonesia;Bali;50;559070;339179;354362;4012;417;307;178;362;232;508;496;226;369;195;210;715;305;783;116;148;240;286;631;160;185;246;494;147
Indonesia;Bali;75;559070;276608;283879;4012;380;279;171;315;211;468;471;207;335;176;188;606;129;487;77;129;180;239;422;140;153;203;328;105
Indonesia;Bangka Belitung;0;1675803;1675803;1675803;93386;14214;11479;7298;22432;20102;20442;23437;22856;64249;23311;32686;40251;19320;45838;46280;62455;28913;26181;30855;29448;36578;40744;62738;37956
Indonesia;Bangka Belitung;10;1675803;1381794;1309185;93386;14054;11345;7195;22150;19953;20336;23336;22766;64073;23252;32531;39723;17911;42085;42123;58944;26152;23036;26404;25435;31945;35162;52394;32109
Indonesia;Bangka Belitung;15;1675803;1364686;1290370;93386;14016;11322;7179;22096;19921;20311;23310;22741;64024;23236;32494;39646;17816;41836;41872;58728;25984;22847;26120;25178;31644;34817;51736;31765
Indonesia;Bangka Belitung;20;1675803;1354278;1279019;93386;13972;11291;7155;22048;19889;20286;23281;22714;63976;23219;32462;39582;17730;41620;41654;58530;25818;22691;25921;24974;31404;34524;51239;31495
Indonesia;Bangka Belitung;25;1675803;1346270;1266587;93386;13948;11270;7138;22011;19863;20261;23260;22695;63939;23204;32436;39531;17680;41497;41528;58427;25732;22601;25786;24848;31266;34358;50949;31348
Indonesia;Bangka Belitung;30;1675803;1332845;1255814;93386;13910;11247;7124;21976;19839;20241;23237;22678;63896;23187;32400;39451;17575;41246;41281;58203;25558;22426;25529;24628;31006;34052;50388;31059
Indonesia;Bangka Belitung;50;1675803;1260776;1176362;93386;13595;10993;6949;21530;19461;19883;22874;22306;63076;22930;31930;38759;16984;39756;39818;56831;24591;21408;24201;23336;29569;32351;47341;29445
Indonesia;Bangka Belitung;75;1675803;1011600;1010920;93386;12240;9798;6182;19350;17229;17892;20366;19892;56936;20982;28707;35039;14100;32319;32089;47736;19781;16904;18914;18152;23057;24892;34898;22719
Indonesia;Banten;0;935212;935212;935212;10710;1060;1773;295;1417;549;1959;1068;936;2765;1639;2355;3331;2047;2520;3048;2094;3776;3794;5549;2262;2073;1668;4785;4192
Indonesia;Banten;10;935212;602794;576283;10710;1057;1767;293;1411;547;1949;1064;934;2759;1635;2343;3301;1883;2325;2768;2009;3578;3506;4931;2101;1960;1585;3998;3453
Indonesia;Banten;15;935212;589689;558908;10710;1057;1765;293;1410;547;1947;1063;933;2758;1635;2336;3298;1870;2309;2740;1998;3554;3480;4867;2084;1950;1576;3926;3395
Indonesia;Banten;20;935212;583247;555727;10710;1056;1764;293;1407;546;1943;1063;932;2756;1635;2333;3293;1854;2296;2708;1989;3533;3454;4816;2069;1939;1566;3863;3342
Indonesia;Banten;25;935212;575087;549176;10710;1056;1763;293;1406;545;1939;1061;931;2756;1634;2331;3290;1846;2293;2693;1981;3521;3436;4782;2061;1930;1557;3817;3313
Indonesia;Banten;30;935212;561723;536388;10710;1054;1761;293;1404;545;1938;1060;930;2754;1633;2329;3286;1830;2275;2663;1969;3495;3401;4715;2042;1915;1546;3744;3256
Indonesia;Banten;50;935212;519445;484536;10710;1045;1737;288;1383;540;1907;1052;921;2734;1621;2286;3252;1736;2185;2481;1902;3326;3231;4390;1953;1826;1478;3417;3003
Indonesia;Banten;75;935212;424438;374914;10710;955;1583;259;1241;493;1651;962;849;2551;1531;2045;3038;1428;1814;1880;1605;2651;2605;3419;1616;1495;1209;2517;2248
Indonesia;Bengkulu;0;1981482;1981482;1981482;66292;14301;10483;8145;26054;13181;23647;17614;22383;18792;16034;24647;27868;14561;21061;21208;25524;28906;26146;19890;17681;16777;26758;35547;24649
Indonesia;Bengkulu;10;1981482;1831131;1828797;66292;14239;10445;8119;26014;13158;23612;17594;22369;18769;16022;24594;27796;14233;20482;20413;24643;27582;24941;18529;16581;14678;24230;30692;21501
Indonesia;Bengkulu;15;1981482;1819558;1814338;66292;14227;10438;8115;26007;13152;23605;17591;22366;18765;16019;24585;27787;14209;20437;20349;24569;27479;24839;18429;16500;14568;24092;30441;21352
Indonesia;Bengkulu;20;1981482;1811419;1807308;66292;14216;10431;8110;25999;13149;23599;17587;22360;18761;16017;24578;27777;14187;20389;20292;24502;27389;24753;18344;16429;14464;23984;30233;21198
Indonesia;Bengkulu;25;1981482;1805546;1797268;66292;14211;10426;8108;25993;13146;23594;17584;22358;18759;16016;24572;27774;14176;20365;20258;24456;27343;24707;18294;16388;14415;23924;30126;21128
Indonesia;Bengkulu;30;1981482;1795200;1788505;66292;14198;10421;8104;25985;13142;23589;17580;22353;18756;16012;24563;27761;14153;20320;20197;24378;27232;24624;18200;16311;14326;23800;29912;20998
Indonesia;Bengkulu;50;1981482;1741707;1730435;66292;14097;10377;8067;25900;13105;23507;17530;22299;18704;15975;24494;27661;14021;20052;19865;23913;26639;24113;17680;15890;13818;23155;28795;20276
Indonesia;Bengkulu;75;1981482;1578014;1580929;66292;13623;10080;7856;25279;12796;22833;17072;21859;18336;15675;24040;27043;13363;18776;18540;22048;24270;22051;15838;14051;11789;20582;24889;17813
Indonesia;Gorontalo;0;1204170;1204170;1204170;6432;3550;8111;2819;7027;4263;5283;4361;1810;11393;1583;3027;4091;6583;12173;16219;13913;9717;9821;14425;3599;2691;3470;12034;5632
Indonesia;Gorontalo;10;1204170;1028987;1007206;6432;3516;8052;2810;6977;4251;5263;4342;1802;11314;1575;2993;3951;6037;10633;13773;11397;8212;8340;11553;3137;2297;2937;8825;4801
Indonesia;Gorontalo;15;1204170;1018759;993544;6432;3511;8038;2809;6966;4247;5258;4338;1799;11297;1574;2988;3941;6004;10539;13616;11227;8101;8229;11349;3101;2266;2900;8619;4746
Indonesia;Gorontalo;20;1204170;1013635;990855;6432;3508;8026;2808;6959;4244;5254;4334;1797;11279;1572;2985;3939;5980;10476;13507;11118;8027;8158;11222;3078;2245;2874;8497;4713
Indonesia;Gorontalo;25;1204170;1009995;984738;6432;3504;8021;2806;6956;4243;5252;4333;1797;11272;1571;2981;3935;5969;10446;13446;11053;7984;8114;11153;3065;2235;2860;8421;4691
Indonesia;Gorontalo;30;1204170;1002909;977902;6432;3499;8013;2806;6949;4241;5250;4329;1794;11263;1570;2979;3927;5938;10353;13286;10910;7869;8007;10959;3030;2199;2819;8242;4643
Indonesia;Gorontalo;50;1204170;973874;944298;6432;3463;7928;2797;6883;4221;5215;4297;1780;11144;1557;2947;3882;5831;10044;12744;10383;7474;7614;10269;2918;2095;2682;7575;4454
Indonesia;Gorontalo;75;1204170;905674;880666;6432;3263;7472;2709;6491;4044;4950;4038;1671;10283;1466;2782;3690;5460;8997;11009;8849;6091;6321;8029;2491;1720;2183;5819;3908
Indonesia;Jakarta Raya;0;65340;65340;65340;1076;4;0;0;3;1;4;2;2;0;3;4;1;1;0;1;1;2;0;1;3;1;0;12;6
Indonesia;Jakarta Raya;10;65340;5548;2934;1076;4;0;0;1;1;4;2;2;0;2;4;1;0;0;0;0;1;0;0;0;1;0;1;2
Indonesia;Jakarta Raya;15;65340;2757;2133;1076;4;0;0;1;1;4;2;2;0;2;4;1;0;0;0;0;1;0;0;0;1;0;1;2
Indonesia;Jakarta Raya;20;65340;2433;2015;1076;4;0;0;1;1;4;2;2;0;2;4;1;0;0;0;0;1;0;0;0;1;0;1;2
Indonesia;Jakarta Raya;25;65340;1534;1864;1076;4;0;0;1;0;4;2;2;0;2;4;1;0;0;0;0;1;0;0;0;1;0;0;1
Indonesia;Jakarta Raya;30;65340;1302;1551;1076;4;0;0;1;0;4;2;2;0;2;4;1;0;0;0;0;1;0;0;0;1;0;0;0
Indonesia;Jakarta Raya;50;65340;706;771;1076;4;0;0;1;0;3;2;1;0;2;3;0;0;0;0;0;0;0;0;0;1;0;0;0
Indonesia;Jakarta Raya;75;65340;282;293;1076;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Indonesia;Jambi;0;4896326;4896326;4896326;204409;47236;45465;21658;98185;71830;122718;121920;127634;126721;36996;49099;154041;69901;81098;63809;163817;92868;74855;72598;82393;77236;80005;101609;99342
Indonesia;Jambi;10;4896326;4556620;4483662;204409;47047;45223;21551;97338;71171;120046;119437;124649;125724;36727;48958;152793;67170;78099;61224;158659;87637;70981;68635;79244;73904;76491;95212;92762
Indonesia;Jambi;15;4896326;4534655;4452516;204409;47015;45188;21537;97277;71122;119930;119331;124551;125667;36713;48944;152710;67026;77899;61037;158243;87227;70685;68352;78997;73680;76248;94803;92329
Indonesia;Jambi;20;4896326;4515431;4423497;204409;46973;45137;21522;97201;71070;119743;119147;124394;125595;36693;48926;152524;66881;77705;60862;157843;86824;70410;68082;78757;73455;75999;94400;91918
Indonesia;Jambi;25;4896326;4503929;4400073;204409;46946;45109;21512;97154;71039;119688;119092;124352;125570;36688;48919;152472;66819;77594;60763;157623;86595;70248;67931;78619;73331;75865;94177;91709
Indonesia;Jambi;30;4896326;4484184;4373114;204409;46911;45074;21497;97086;71003;119577;118972;124204;125511;36678;48905;152388;66707;77432;60611;157246;86203;69978;67673;78387;73131;75657;93816;91324
Indonesia;Jambi;50;4896326;4377663;4155539;204409;46594;44755;21368;96467;70616;118724;118155;123464;125017;36574;48780;151607;66035;76419;59726;154983;83979;68376;66204;76991;72025;74432;91781;89176
Indonesia;Jambi;75;4896326;3933367;3728392;204409;44535;42485;20309;91491;67331;112625;112145;117921;120571;35585;47605;146936;62411;70868;55154;143197;73839;60528;58893;70142;65455;67342;80388;77153
Indonesia;Jawa Barat;0;3705869;3705869;3705869;38744;6838;3886;1996;3746;2353;5316;3074;5166;2920;2662;5630;3946;3174;4460;4516;4341;7133;6203;9891;4367;3433;3375;8119;5797
Indonesia;Jawa Barat;10;3705869;2240152;2191342;38744;6812;3865;1985;3696;2335;5277;3061;5135;2899;2641;5482;3798;2699;3911;3744;3828;5990;4865;7629;3688;2772;2759;6160;4780
Indonesia;Jawa Barat;15;3705869;2163930;2091353;38744;6808;3861;1984;3686;2334;5269;3060;5130;2896;2640;5467;3785;2660;3873;3689;3786;5898;4765;7462;3629;2718;2707;6000;4686
Indonesia;Jawa Barat;20;3705869;2125174;2074910;38744;6806;3857;1983;3676;2330;5263;3059;5127;2891;2639;5454;3776;2631;3833;3629;3746;5824;4686;7310;3577;2674;2668;5878;4615
Indonesia;Jawa Barat;25;3705869;2075885;2034082;38744;6802;3853;1980;3663;2328;5248;3057;5120;2887;2634;5436;3766;2603;3803;3575;3708;5749;4608;7169;3526;2631;2629;5741;4537
Indonesia;Jawa Barat;30;3705869;2007190;1962239;38744;6798;3851;1979;3659;2327;5244;3055;5116;2886;2632;5421;3753;2565;3758;3502;3657;5646;4509;6974;3459;2568;2575;5561;4421
Indonesia;Jawa Barat;50;3705869;1749028;1651420;38744;6745;3781;1956;3478;2285;5051;3019;5002;2834;2590;5238;3667;2389;3504;3126;3400;5146;3983;6013;3138;2282;2324;4777;3902
Indonesia;Jawa Barat;75;3705869;1230679;1087787;38744;6413;3445;1833;2837;2049;4167;2751;4355;2518;2362;4501;3261;1836;2699;2115;2647;3712;2700;3575;2255;1593;1641;3048;2564
Indonesia;Jawa Tengah;0;3443699;3443699;3443699;30174;2717;1962;806;3683;1744;3551;2939;2704;3090;1343;4675;2721;1925;4561;2994;2866;4550;3666;4283;3932;3091;3175;8629;4486
Indonesia;Jawa Tengah;10;3443699;1819604;1727227;30174;2694;1930;796;3626;1725;3510;2917;2678;3070;1333;4568;2507;1293;3162;2003;2380;3670;2794;3059;2980;2283;2265;5469;3114
Indonesia;Jawa Tengah;15;3443699;1723121;1596892;30174;2689;1924;795;3612;1721;3503;2913;2673;3066;1329;4549;2492;1263;3103;1964;2361;3623;2750;2988;2933;2243;2222;5274;3033
Indonesia;Jawa Tengah;20;3443699;1676079;1577062;30174;2684;1910;794;3593;1713;3494;2908;2665;3061;1327;4529;2478;1232;3036;1915;2339;3578;2688;2923;2877;2199;2186;5129;2966
Indonesia;Jawa Tengah;25;3443699;1599447;1523939;30174;2679;1905;792;3579;1707;3484;2905;2660;3057;1326;4517;2460;1206;2958;1861;2314;3525;2632;2850;2818;2157;2139;4942;2875
Indonesia;Jawa Tengah;30;3443699;1507023;1453236;30174;2676;1899;791;3568;1703;3474;2898;2657;3054;1323;4500;2450;1180;2883;1808;2285;3457;2573;2769;2752;2109;2085;4726;2774
Indonesia;Jawa Tengah;50;3443699;1249439;1136284;30174;2618;1792;770;3393;1624;3313;2799;2568;2992;1297;4263;2342;1013;2441;1527;2094;3133;2248;2345;2417;1845;1800;3744;2293
Indonesia;Jawa Tengah;75;3443699;820906;690661;30174;2353;1421;669;2628;1281;2312;2229;2061;2532;1144;3376;1943;673;1465;971;1519;2142;1424;1399;1545;1171;1167;2124;1425
Indonesia;Jawa Timur;0;4799588;4799588;4799588;37376;4265;4102;2934;6600;2872;5844;4475;4050;4343;1665;6724;10788;7550;10850;4283;4117;7697;7217;8601;6428;5277;4314;11718;7778
Indonesia;Jawa Timur;10;4799588;2343479;2360760;37376;4241;4071;2921;6522;2842;5786;4450;4018;4301;1655;5983;8510;3109;7298;3134;3367;5233;4744;5560;5237;3823;3167;7192;5095
Indonesia;Jawa Timur;15;4799588;2211381;2168294;37376;4237;4065;2918;6509;2835;5774;4444;4011;4294;1653;5942;8460;3030;7177;3086;3333;5129;4645;5459;5175;3762;3112;7005;4952
Indonesia;Jawa Timur;20;4799588;2147306;2139113;37376;4233;4060;2914;6493;2830;5763;4438;4006;4287;1649;5908;8401;2928;7057;3038;3295;5020;4551;5365;5116;3694;3059;6842;4853
Indonesia;Jawa Timur;25;4799588;2033555;2067142;37376;4231;4055;2913;6478;2827;5753;4435;4000;4281;1649;5880;8357;2842;6922;2974;3246;4867;4429;5253;5014;3612;2988;6577;4690
Indonesia;Jawa Timur;30;4799588;1917062;1964762;37376;4227;4052;2910;6465;2820;5746;4430;3993;4277;1648;5849;8314;2754;6771;2901;3188;4713;4290;5112;4919;3520;2918;6319;4505
Indonesia;Jawa Timur;50;4799588;1564008;1505619;37376;4184;3989;2882;6274;2752;5613;4356;3916;4199;1626;5508;7926;2206;5940;2512;2869;3961;3647;4399;4353;3077;2565;5153;3634
Indonesia;Jawa Timur;75;4799588;1050616;910196;37376;3975;3672;2754;5504;2490;5012;3958;3493;3783;1495;4403;6951;1404;4235;1646;2156;2581;2475;3048;3356;2159;1799;3313;2216
Indonesia;Kalimantan Barat;0;14687396;14687396;14687396;501434;78629;97643;56185;114450;104977;131612;133158;204251;289834;153152;264103;315895;206251;304715;277785;300867;192852;171670;153225;130020;118359;148312;225557;188506
Indonesia;Kalimantan Barat;10;14687396;13872577;13392891;501434;78220;97194;56060;114158;104755;131240;132502;203357;289263;152845;263282;313871;201407;295058;270526;290520;184547;162825;145803;124078;111012;140280;211801;177991
Indonesia;Kalimantan Barat;15;14687396;13792503;13282419;501434;78154;97112;56034;114096;104694;131148;132374;203168;289064;152751;263029;313477;200922;294103;269794;289388;183666;161803;145013;123472;110428;139426;210230;176733
Indonesia;Kalimantan Barat;20;14687396;13745698;13229536;501434;78046;96988;56005;114023;104647;131047;132246;202971;288901;152667;262875;313202;200463;293256;269171;288472;182938;161062;144454;123001;109993;138846;209174;175879
Indonesia;Kalimantan Barat;25;14687396;13707126;13153856;501434;77998;96928;55988;113976;104611;130994;132170;202843;288766;152603;262703;312920;200129;292651;268722;287765;182405;160448;143985;122640;109668;138395;208324;175194
Indonesia;Kalimantan Barat;30;14687396;13640399;13087716;501434;77940;96866;55967;113923;104566;130920;132081;202683;288604;152522;262481;312530;199514;291474;267806;286374;181330;159317;143107;121935;109033;137501;206711;173923
Indonesia;Kalimantan Barat;50;14687396;13273273;12648398;501434;77313;96087;55709;113172;103938;129901;130951;200488;285958;151246;259987;309004;195283;283298;261552;277232;174614;152164;137375;117592;105302;132339;197442;166701
